time,download,upload
2024-11-18 14:12:28.647657,31859777.337262917,9293067.040006973
2024-11-18 14:13:13.279898,18286089.326939356,9881446.184839793
2024-11-18 14:13:58.310735,32969865.739475764,3346291.2273494205
2024-11-18 14:14:41.935897,29090660.04337443,5822115.030461232
2024-11-18 14:15:30.433358,11142944.374509161,8097454.954743797
2024-11-18 14:16:23.881716,27724334.933482423,9676315.997101285
